,sentence,classification,tokens
29,빨리 검사받고 수술받는게 나을까요?,m3,빨리 검사 받다 수술 받다 나다
850,모든 검사를 다 했는데도 간도 이상없고 췌장쪽에도 아무 이상없는데 오로지 황달수치만 계속 올라서 현재 식사도 못하시고 두어숟갈 드시기만 하면 구토를 하십니다.,m3,모든 검사 를 다 하다 간도 이상 없다 췌장 쪽 에도 아무 이상 없다 오로지 황달 수치 만 계속 올라서다 현재 식사 도 못 하다 두어 숟갈 들다 하다 구토 를 하다
1013,검사결과는 이상이 없게 나왔고황달수치도 괜찮다고 하시면서다시 감기약과 소화제정도에 약을 받고 왔어요.,m3,검사 결과 는 이상 이 없다 나오다 황달 수치 도 괜찮다 하다 다시 감기 약과 소 화제 정도 에 약 을 받다 오다
1363,그래서 이제는 검사하면 콜레스테롤은 높지 않습니다.,m3,그래서 이제 는 검사 하다 콜레스테롤 은 높다 않다
179,이상이 없다면 이렇게까지 한달동인 소화불량에 시달리긴 힘들거 같아서 다른 검사도 받아보려합니다.,m3,이상 이 없다 이렇게 까지 한 달동 인 소화 불량 에 시달리다 힘들다 같다 다른 검사 도 받다 보다 하다
1061,혈액검사 등의 검사 결과는 대부분 정상치를 보이나 한 가지 19-9 항목에서 정상치에 40배 정도 되는 1200이 나왔습니다.,m3,혈액 검사 등 의 검사 결과 는 대부분 정상 치르다 보이 나 하다 가지 19-9 항목 에서 정상 치 에 40 배 정도 되다 1200 이 나오다
1092,괜찮아질때까지 지속적으로 지켜봐야 겠지만 그리고 몇일뒤에 피검사와 척수검사를 다시 하였을때는 세균과 백혈구가 발견되지 않았다고 하였습니다.,m3,괜찮다 때 까지 지속 적 으로 지켜보다 겠다 그리고 몇 일 뒤 에 피 검사 와 척수 검사 를 다시 하다 때 는 세균 과 백혈구 가 발견 되다 않다 하다
173,무엇이 문제인지 어떤 검사를 받아야하는지 답변 좀,m3,무엇 이 문제 인지 어떻다 검사 를 받다 답변 좀
1384,딱히 통증은 모르겠고 손뼈마디저림과 함께 빈혈도 약간 있는데 어디가 안좋은지 무슨검사를 어떻게 받아야하는지,m3,딱하다 통증 은 모르다 손 뼈마디 저림 과 함께 빈혈 도 약간 있다 어디가 안좋다 무슨 검사 를 어떻다 받다
546,검사를 받아봐야 할까요?,m3,검사 를 받다 보다 하다 요
916,병원 가면 어떤 검사를 해야할까요?,m3,병원 가면 어떻다 검사 를 하다 하다 요
167,다시 내시경받은병원가서 얘기해보니까 초음파검사를 해보재요 결과로는 담낭이 좀 부어있다더군요 담석일수도 있다고 간약을 추가로 처방받았습니다.,m3,다시 내시경 받다 병원 가다 얘기 해보다 초음파 검사 를 해보다 결과 로는 담낭 이 좀 부다 담석 일 수도 있다 간약 을 추가 로 처방 받다
165,2개월전 위내시경 검사시 이상없다고 나왔습니다.,m3,2 개월전 위 내시경 검사 시 이상없다 고 나오다
1027,혹시 눈에 황달 끼가 있거나 피곤 하면 간에 통증을 느끼는 증상 으로 우선 적으로 검사를 받아야 하는 것은 무엇입니까 헌혈이나 보건소에서 하는 건강 검진 개인 병원 에서 하는 직장인 건강 검진 에도 기본 적인 간검 사가 있는데 저는 이상이 없는 걸로 나오고 있습니다.,m3,혹시 눈 에 황달 끼 가 있다 피곤 하다 간 에 통증 을 느끼다 증상 으로 우선 적 으로 검사 를 받다 하다 것 은 무엇 입 니까 헌혈 이나 보건소 에서 하다 건강 검진 개인 병원 에서 하다 직장인 건강 검진 에도 기본 적 인 간검 사가 있다 저 는 이상 이 없다 걸 로 나오다 있다
164,작년12월에 위궤양걸려서 치료하고 올해 2월에 다시 검사하니까 다 나았다고 했어요.,m3,작년 12월 에 위궤양 걸리다 치료 하고 올해 2월 에 다시 검사 하다 다 나다 하다
1163,며칠 전 병원을 가서 위와 같은 얘기를 했더니 의사분께서 검사비가 비싸서 부담될 거라면서 일단 약처방만 받고 경과를 지켜보자고 했습니다.,m3,며칠 전 병원 을   가다 위 와 같다 얘기 를   하다   의사 분 께서 검사 비 가 비싸다 부담 되다 거 라면 서 일단 약 처방 만 받다 경과 를 지켜보다   하다
1075,하지만 혈액검사 당시 의사선생님께서 눈이 매우 노랗다며 깜짝놀라셨었습니다.,m3,하지만 혈액 검사 당시 의사 선생님 께서 눈 이 매우 노랗다 깜짝 놀라다
1372,강직성척추염 검사도 받아보았지만 강직성척추염환자에게 나오는 유전자가 저에게는 발견되지 않았습니다.,m3,강직 성 척추 염 검사 도 받다 보다 강직 성 척추 염환 자 에게 나오다 유전자 가 저 에게는 발견 되다 않다
25,아직 초음파검사랑 대장내시경검사는 안해봤어요.,m3,아직 초음파 검사 랑 대장 내시경 검사 는 안 해봤다
343,병원에가서 검사받아도 병명이 없네요.,m3,병원 에가 서다 검사 받다 병명 이 없다
905,다음주에 피검사결과 수치가 떨어져도 큰병원에가서 검사를 하는게 좋을까요?,m3,다음주 에 피 검사 결과 수치 가 떨어지다 크다 병원 에가 서다 검사 를 하다 좋다
197,2013년에 위 내시경 검진 하였고 이상없습니다.,m3,2013년 에 위 내시경 검진 하다 이상 없다
885,저는 가족이 오빠밖에 없어서 너무 걱정되는데 간단한 혈액검사만해도 간수치가 높은지 아님 황달증상을 확인할수 있나요?,m3,저 는 가족 이 오빠 밖에 없다 너무 걱정 되다 간단하다 혈액 검사 만해 도 간수치 가 높다 아니다 황달 증상 을 확인 하다 있다
646,화요일에 외래 진료를 가서 다시한번 황달수치 재검을 받을 예정이나초음파 검사 결과때문에 불안감을 지울수가 없네요.,m3,화요일 에 외래 진료 를 가다 다시 한번 황달 수치 재검 을 받다 예정 이나 초음파 검사 결과 때문 에 불안감 을 지우다 없다
593,의사선생님은 태어난지 한달이 지났는데 황달수치가 13이면 높은거라며 모유를 3일 정도 끊었다가 다시 검사를 해보자고 하네요.,m3,의사 선생님 은 태어나다 한 달이 지나다 황달 수 치가 13 이면 높다 모유 를 3일 정도 끊다 다시 검사 를 해보다 하다
159,위 내시경과 대장내시경 촬영 피검사 헬리코박터균검사 산도측정검사 각종 검사와 약을 먹어도 병은 계속 제자리 걸음인 상태입니다.,m3,위 내시경 과 대장 내시경 촬영 피 검사 헬리코박터균 검사 산도 측정 검사 각종 검사 와 약 을 먹다 병 은 계속 제자리 걸음 인 상태 이다
262,내과 내원에서 혈액 검사 결과 모두 정상범위이고 임신 가능성 또한 테스트기와 혈액검사로 비임신 판정 나왔습니다.,m3,내과 내 원 에서 혈액 검사 결과 모두 정상 범위 이고 임신 가능성 또한 테스트 기와 혈액 검사 로 비 임신 판정 나오다
175,위내시경 받아보면 이상이없다고하는데 특히 아침에일어나면 속이더부룩하고식사를하면 소화가 잘안되다고 뒷골이 아프곤합니다.,m3,위 내시경 받다 보다 이상 이 없다 특히 아침 에 일어나다 속이다 더부룩하다 식사 를 하다 소화 가 잘 안되다 뒷 골 이 아프다 하다
1152,내시경검사는 받기가 무서운데 병명좀 알려주세요.,m3,내시경 검사 는 받다 무섭다 병명 좀 알다
1099,"하지만 담당의는 ,, 검사로 봤을때는 담관도암이맞다고 확진을 하셨습니다.",m3,하지만 담당 의 는 검사 로 보다 때 는 담관 도 암 이 맞다 확진 을 하다
153,무슨검사를 한번 받아보는게 좋을까요?,m3,무슨 검사 를 한번 받다 보다 좋다
934,며칠전에 눈이 노랗게 변하고 소변색도 진하고 잠도 많이오고해서병원을 찾아서 피 검사 소변검사를햇습니다.,m3,며칠 전 에 눈 이 노랗다 변하다 소 변색 도 진하다 잠도 많이 오 고해 서 병원 을 찾다 피 검사 소변 검사 를 햇습니 다
936,그래서 조만간 항체검사를 해야될것같은데1 형간염 항체검사 시 들어가는 비용은 얼마입니까 2 검사결과 형간염 음성판정이 나왔을경우 예방접종을 해야될것같은데 절차와 비용이 궁금합니다.,m3,그래서 조만간 항체 검사 를 하다 되다 같다 1 형 간염 항체 검사 시 들어가다 비용 은 얼마 입 니까 2 검사 결과 형 간염 음성 판정 이 나오다 경우 예방접종 을 하다 되다 같다 절차 와 비용 이 궁금하다
1397,그로인해 류마티스혈액검사를 했었는데 아니라고 합니다.,m3,그로 인하다 류마티스 혈액 검사 를 하다 아니다 하다
716,10시정도에 입원하여 광선치료를 받았고12월 7일 다시 검사한 결과 황달수치 18 9가 나왔습니다.,m3,10시 정도에 입원 하다 광선치료 를 받다 12월 7일 다시 검사 한 결과 황달 수치 18 9 가다 나오다
83,혹시 산부인과에 가면 어떤검사를 해야하나요?,m3,혹시 산부인과 에 가면 어떤 검사 를 하다
961,큰 대학병원가서 검사를 받아봐야 할까요?,m3,크다 대학병원 가다 검사 를 받다 보다 하다 요
788,초음파는 정상으로 나오고기능검사에서3 1 2 4 1 09 7 16 30 0이 나왔습니다.,m3,초음파 는 정상 으로 나오다 기능 검사 에서 3 1 2 4 1 09 7 16 30 0 이 나오다
766,광선 치료를 한다는건 수치가 높아서 하는거라는데 수치가 어느 정도 인지도 말해주지도 않고 오늘도 보고 왔는데 컨디션이 좋아지면 뇌 랑 청각 검사도 한번 해 봐야 한다고 하시네요.,m3,광선 치료 를 한다는 건 수치 가 높다 하다 수치 가 어느 정도 인지도 말 해주다 않다 오늘 도 보고 오다 컨디션 이 좋아지다 뇌 랑 청각 검사 도 한번 해 보다 하다 하다
90,하지만 몸에 이상이없다고 해도 증상은 자꾸만 지속되고 슬슬 제 자신이 지쳐가는거 같습니다.,m3,하지만 몸 에 이상 이 없다 해도 증상 은 자꾸만 지속 되다 슬슬 제 자신 이 지치다 같다
1154,혈담으로 대학병원에 방문해 가래검사와 약을 복용하고 씨티촬영과 엑스레이를 찍었는데요.,m3,혈담 으로 대학병원 에 방문 하다 가래 검사 와 약 을 복용 하고 씨티 촬영 과 엑스레이 를 찍다
315,그래서 내과 병원에 갔고 피검사하고 링거 하나 맞고 약 처방 받고 왔는데요.,m3,그래서 내과 병원 에 가다 피 검사 하고 링거 하나 맞다 약 처방 받다 오다
273,만약 임신 초기증상이면 소변검사 양성나와야 하는걸로 아는데 그건 아닌것 같고 속이 비면 메스꺼워서 먹고그래서 먹으면 소화가 안되고 내시경을 해봐야할까요?,m3,만약 임신 초기 증상 이 면 소변 검사 양성 나오다 하 는걸 로 알다 그건 아니다 같다 속이다 비 면 메스껍다 먹다 그래서 먹다 소화 가 안되다 내시경 을 해보다 야하다 요
737,애기황달때문에 걱정인데 이주뒤면 서서히없어진다는 의사선생님말을듣고 있었는데 심한거같아서 오늘 피검사 해보니 수치22가 나왔다네요.,m3,애기 황달 때문 에 걱정 인데 이 주 뒤 면 서서히 없어지다 의사 선생님 말 을 듣다 있다 심하다 같다 오늘 피 검사 해보다 수치 22 가다 나오다
1194,회사에서 혈액검사할때는 간염얘기는 없었는데 혹시 수혈로 간염이 될수도 있나요?,m3,회사 에서 혈액 검사 하다 때 는 간염 얘기 는 없다 혹시 수혈 로 간염 이 되다 있다
1106,간수치 1600대 황달 8 몇23주간 각종 바이러스 검사뒤 독성 간질환이라는 결과가나왔으나 한약으로 인해서 그렇다 볼 수 없다고 합니다.,m3,간수치 1600 대다 황달 8 몇 23 주간 각종 바이러스 검사 뒤 독성 간질 환 이라는 결과 가 나오다 한약 으로 인하다 그렇다 볼 수 없다 하다
320,중성지방이 좀 높다는 검사를 받았는데 추후 병원 진료 할 예정입니다.,m3,중성 지방 이 좀 높다 검사 를 받다 추후 병원 진료 하다 예정 이다
1201,그리고 병원에 피검사 이런거 검사하시라는 글도 많구요.,m3,그리고 병원 에 피 검사 이렇다 검사 하다 글 도 많다
1183,그래서 대학병원 류마티스내과에 가서 더자세한 류마티스검사를 하고왔는데 류마티스관절염인데 피검사로는 안나올 수있나요?,m3,그래서 대학병원 류마티스 내과 에 가다 더 자세하다 류마티스 검사 를 하다 오다 류마티스 관절염 인데 피 검사 로는 안 나오다 수 있다
301,혹시 대장암 이런건 아니겠죠 그런데 대장내시경검사 받을때 그 이상한 물약같은거 꼭 먹어야하나요?,m3,혹시 대장암 이렇다 아니다 그런데 대장 내시경 검사 받다 때 그 이상하다 물약 같다 꼭 먹다
596,다름이 아니라 8일날 접종후 종합검사를 했는데 황달끼가 있다고하네요.,m3,다르다 아니다 8일 날 접종 후 종합 검사 를 하다 황달 끼 가 있다
907,마음같아선 원인을 찾아내기만한다면 서울에 있는 큰병원으로가서 검사하고 싶으나 아기가 너무 어리고 전남대학병원에서 받은 검사만으로도 힘들어 지쳐했는데 또다시 힘든 검사를 많이 받게 해야한다고 생각하니 검사받을 엄두가 나질 않습니다.,m3,마음 같다 원인 을 찾아내다 하다 서울 에 있다 크다 병원 으로가 서다   검사 하고 싶다 아기 가 너무 어리다 전남 대학병원 에서 받다 검사 만으로도 힘들다 지치다 하다   또다시 힘드다 검사 를 많이 받다 하다 하다 생각 하다 검사 받다 엄두 가 나다 않다
691,수치가 15가 되면 입원을 해야 한다면서 잘 지켜보고 25일날 다시 검사를 하기로 했습니다.,m3,수치 가 15 가다 되다 입원 을 하다 하다 자다 지켜보다 25일 날 다시 검사 를 하다 하다
706,덩어리가 뭔지 자세히 알기 위해 앞으로 추가 검사가 진행된다고 하는데 너무 걱정입니다.,m3,덩어리 가 뭔 지 자세하다 알다 위해 앞 으로 추가 검사 가 진행 되다 하다 너무 걱정 이다
1177,그리고나서 1년정도 지나고나서 또 병원에가서 검사를 받았는데헬리코박터균이 너무많다고 그래서 헬리코박터균을 어느정도 뺐는데위내시경할때 호스로 연결해서 따로 빼더라구요.,m3,그리고 나서다   1년 정도 지나다 또 병원 에가 서다 검사 를 받다 헬리코박터균 이 너무 많다 그래서 헬리코박터균 을 어느 정도 빼다 위 내시경 하다 때 호스 로 연결하다 따로 빼다
358,어지러운증상과 머를먹어도 다토하고 열나고그러기를 한일주일이나 해서 결국 혈액검사할려하는데요.,m3,어지럽다 증상 과 머 를 먹다 다 토 하고 열다 그렇다 기르다 한 일주일 이나 하다 결국 혈액 검사 하다 하다
795,약간황달끼가보여 산부인과에 진료봐주시는 소아과선생님께여쭤보니 아직심하진않지만 2주뒤에 심해지면 검사를해봐야한다고하시네요.,m3,약간 황달 끼 가보 여 산부인과 에 진료 보다 소아과 선생님 께 여쭈다 보다 아직 심하다 않다 2 주 뒤 에 심해지다 검사 를 해보다 야하다 하다
118,그리고 피검사하면 신체는 정상이라고 하는데 매일 어지럽구요.,m3,그리고 피 검사 하 면 신체 는 정상 이라고 하다 매일 어지럽다
745,의사 선생님은 비장검사를 해봐야한다고 하는데 예전 건간검진에서 복부초음파를 했었었는데 거기에는 비장 크기와 다 정상으로 나왔었습니다.,m3,의사 선생님 은 비장 검사 를 해보다 야하다 하다   예전 건 간 검진 에서 복부 초음파 를 하다   거기 에는 비장 크기 와 다 정상 으로 나오다
199,1년정도 잦은 체기와 어지럼증으로 여러 병원과 한의원 1년전 쯤엔 내시경도 받아 봤으나 이상은 없었습니다.,m3,1년 정도 잦다 체 기와 어지럼증 으로 여러 병원 과 한의원 1년 전 쯤 엔 내시경 도 받다 보다 이상은 없다
1171,결핵 앓았던 흔적빼고는 폐에는 이상없다고 병원에 다녀와서도 피를 토했는데 병원에서는 이상이 없다고 하구 왼쪽 심장옆에 폐쪽이 자꾸 뻐근하긴 하네요.,m3,결핵 앓다 흔적 빼다 폐 에는 이상없다 고 병원 에 다녀오다 피 를 토 하다 병원 에서는 이상 이 없다 하다 왼쪽 심장 옆 에 폐쪽 이 자꾸 뻐근하다 하다
238,그래서 또다른 병원에가서 다시한번 피검사랑 엑스레이받았는데이상무였구요.,m3,그래서 또다른 병원 에가 서다 다시 한번 피 검사 랑 엑스레이 받다 이상무 이다
1404,병원에서 통풍이라고했는데 피검사하고보니 요산수치는 턱걸이로 정상이래요 근데 류마티스일수도있긴한데 검사비용도만만치않고 통풍에준해서 치료하는것도 나쁘지않다는데 믿어도될가요?,m3,병원 에서 통풍 이라고 하다 피 검사 하고 보다 요산 수치 는 턱걸이 로 정상 이래 요 근데 류마티스 일 수도 있다 검사 비용 도 만 만치 않다 통풍 에 준 하다 치료 하다 나쁘다 않다 믿다 되다
1116,간수치가 1만이면 뭐죠 검사전까지 이틀반나절동안은 술을 안마셧습니다.,m3,간수치 가 1만 이면 뭐 죠 검사 전 까지 이틀 반나절 동안 은 술 을 안마 셧습니 다
1115,피검사햇는데 간수치가 1만이나왔습니다.,m3,피 검사 햇 늘다 간수치 가 1만 이나왔습니다
387,자주 체하는 편이라 손을 따고 시간 지나면 나아질줄알았는데차도가 없어 병원에 내원하여 심전도 피검사 등등 했는데 결과는 내일 나온다고 합니다.,m3,자주 체 하다 편이 라 손 을 따다 시간 지나다 나아지다 알다 차도 가 없다 병원 에 내 원하다 심전도 피 검사 등등 하다 결과 는 내일 나오다 하다
41,관장을 해도 변은 나오지 않고 검사결과 대장이 부어서 변을 못본다 합니다.,m3,관장 을 해도 변 은 나오다 않다 검사 결과 대장 이 부어 서 변 을 못 보다 하다
527,"3월초에 갑자기 복통이 심해 응급실에갔고 원인을 찾기위해 ,피검사,내시경,초음파를했습니다.",m3,3월 초에 갑자기 복통 이 심해 응급실 에 가다 원인 을 찾기 위해 피 검사 내시경 초음파 를 하다
1054,황달도 그냥 좀 높다는 편이라는데 한달뒤에 다시와서 검사 하자고 하시네요.,m3,황달 도 그냥 좀 높다 펴다 한 달뒤 에 다시 와 서다 검사 하자 고 하다
251,최근에 간쪽이아파서 혈액검사와 복부초음파 결과 이상은없었구요.,m3,최근 에 간쪽 이 아프다 혈액 검사 와 복부 초음파 결과 이상은 없다
600,제가 다니는 소아과 의사선생님은 자꾸 토하면 큰병원가서검사를 받아 된다는데 지켜보자고 하는데 매번 용쓰면서 토하면는 것도 큰병원가서 검사를 받아야 되는건지요?,m3,제 가 다니다 소아과 의사 선생님 은 자꾸 토 하다 크다 병원 가다 검사 를 받다 되다 지켜보다 하다 매번   용 쓰다 토 하다 것 도   크다 병원 가다 검사 를 받다 되다 건지다
1412,복부초음파를 해도 이상은 없다고 하고요.,m3,복부 초음파 를 해도 이상은 없다 하다
562,지금이라도 검사를 해보는게 좋을까요?,m3,지금 이라도 검사 를 해보다 좋다
554,아기가 황달이 있어 아기 태어난지 5일째 검진갔더니 소아과 선생님께서 아기 황달이 약간 있다하여 태어난 대학병원으로 가서 검진을 받아보라하여 어제 피검사를 받고 검진 결과 크게 문제가 없었는지 다른 처방없이 아침에 햇빛을 좀 쐬라하여 오늘 아침에 30분 햇빛 봐주고 조금전에 와이프가 아기 보니 아기 눈이 노랗게 되어 지금 장모님께서 병원에 데리고 간 상태입니다.,m3,아기 가 황달 이 있다 아기 태어나다 5일 째 검진 가다 소아과 선생님 께서 아기 황달 이 약간 있다 태어나다 대학병원 으로 가다 검진 을 받다 보라 하 여 어제 피 검사 를 받다 검진 결과 크게 문제 가 없다 다른 처방 없이 아침 에 햇빛 을 좀 쐬다 하다 오늘 아침 에 30분 햇빛 보다 조 금전 에 와이프 가 아기 보다 아기 눈 이 노랗다 되어다 지금 장모님 께서 병원 에 데리 고 간 상태 이다
401,질문3 제가 검사를 받아야 한다면 번거로우시겠지만 기왕 영어로 어떤 검사를 받는 편이 나은지 좀 알려주시면,m3,질문 3 제 가 검사 를 받다 하다 번거롭다 기왕 영어 로 어떻다 검사 를 받다 편이 나은지 좀 알다
302,참고로 심전도 검사를 최근 받았는데 정상이라고 하더라구요.,m3,참고 로 심전도 검사 를 최근 받다 정상 이라고 하다
1311,그때도 빈혈검사같은건 해본적이없어요.,m3,그때 도 빈혈 검사 같다 해 본적 이 없다
609,벌써 늦은 저녁이라 전화할곳도 없고해서 내일오후 즉 15시간 뒤에 다시 병원에가서 피검사를 하라고 합니다.,m3,벌써 늦다   저녁 이라 전화하다 곳도 없다 하다 내 일 오후 즉 15시간 뒤 에 다시 병원 에가 서다 피 검사 를 하라 고 하다
327,먹을땐맛있게잘먹는데소화가잘안되요 그래서오늘병원가봤는데마지막생리일물어보고 소변검사하고피검사하더라고요.,m3,먹다 땐 맛있다 먹다 화가 잘 안되다 그래서 오늘 병원 가보다 마지막 생리 일 물어보다 소변 검사 하고 피 검사 하다
1224,시험끝나고 내시경이든 채혈암검사라도 받을려는데 참 추가로 가끔 시간이 안맞아서 4시 좀넘어서 점심을 먹거나 끼니를 대충 먹는 날이 있긴 했습니다.,m3,시험 끝나다 내시경 이든 채혈 암 검사 라도 받다   차다 추가 로 가끔 시간 이 안 맞다 4시 좀 넘어서다 점심 을 먹다 끼니 를 대충 먹다 날 이 있다 하다
742,조리원에있을때 얼굴이 좀노랗기에 가서 검사하니 황달수치가15 2가나왔고 병원에서도 3일정도 모유끊어보고 다시오라고해서 모유끊고 갔더니 7점대로 내려갔습니다.,m3,조리 원 에 있다 때 얼굴 이 좀 노랗다 가다 검사 하다 황달 수 치가 15 2 가나 오다 병원 에서도 3일 정도 모유 끊다 보고 달다 하다 모유 끊다 가다 7 점 대로 내려가다
1392,내시경 검사를 받아봐야 하지만 직장인인지라 시간도 별루 없고요.,m3,내시경 검사 를 받다 보다 하지만 직장인 인지 라 시간 도 별루 없다
861,조리원 4일째 다른건 다 정상인데 갈락토오스 수치가 27 이나와서 빨리 대학병원을 가서 재검 받아보라해서부랴부랴 조리원에있는 와이프와 아가를 데리고 큰병원가서 피검사를 받았습니다.,m3,조리 원 4일 째 다르다 다 정상 인데 갈락토오스 수치 가 27 이나 와 서다 빨리 대학병원 을 가다 재검 받다 보라 하다 부랴부랴 조리 원 에 있다 와이프 와 아가 를 데리 고 크다 병원 가다 피 검사 를 받다
269,그러다가 작년에 대장내시경을 해봤는데 아무 이상이 없다고 하더라구요.,m3,그러다가 작년 에 대장 내시경 을 해봤다 아무 이상 이 없다 하다
501,검사해도 아무이상없고 설사만 반복된다면 무슨병일까요?,m3,검사 하다 아무 이상 없다 설사 만 반복 되다 무슨 병 이다 요
406,1 역류성후두염을 네이버등 포털싸이트에 검색을해보면 구토증상은 없는데 제가 따로 무슨증상이있는건아닌지 아 참고로 내과에서 간염검사도 해보았는데 정상이었습니다.,m3,1 역류성 후두 염 을 네이버 등 포털 싸이트 에 검색 을 해보다 구토 증상 은 없다 제 가 따로 무슨 증상 이 있다 아니다 아 참고 로 내과 에서 간염 검사 도 해보다 정상 이다
957,내과에서 형 간염 양성으로 나왔는데 큰병원으로 가보라고 해서 정밀진단 피검사를 했습니다.,m3,내과 에서 형 간염 양성 으로 나오다 크다 병원 으로 가보 라고 하다 정밀 진단 피 검사 를 하다
1199,폐결핵이나 이런것들은 피검사랑 촬영으로는 안나오나요?,m3,폐결핵 이나 이런 것 들 은 피 검사 랑 촬영 으로는 안 나오다
1419,한 두달전 부터 지속되는 식후 아랫배복통과 복통후 설사로 병원을 찾았고 이주전에 대학병원에서 소화기 계통 검사를 받았지만 검사결과아무런 이상이 없었습니다.,m3,하다 두 달전 부터 지속 되다 식후 아랫 배복 통과 복통 후 설사 로 병원 을 찾다 이 주전 에 대학병원 에서 소화기 계통 검사 를 받다 검사 결과 아무렇다 이상 이 없다
1214,곧잇으면 군대 신체검사도받아야되고해서 손가락이 구부러져서 안펴지는 증상이있엇는데 이제와서 병원을 가서 진단을받았는데 좋게말하면 인대가 대체적으로 남들보다 많이 유연하다하시고 안좋게는 그때문에 많이 다칠수가있다하시면서 류마티스관절염이 의심되고 내일검사가나온다고 내일오라고하셔서 집에서 류마티스관절염에 대해 검색해봤는데 통증이 심하다고 다들그러는데 저는 통증이 없습니다.,m3,곧 잇다 군대 신체검사 도 받다 고해 서 손가락 이 구부러지다 안 펴다 증상 이 있다 엇 늘다 이제 와 서다 병원 을 가다 진단 을 받다 좋다 말 하 면 인대 가 대 체적 으로 남 들 보다 많이 유연하다 안좋다 그 때문 에 많이 다치다 류마티스 관절염 이 의심 되다 내 일 검사 가 나오다 내 일오 라고 하다 집 에서 류마티스 관절염 에 대해 검색 해봤다 통증 이 심하다 다 들다 그렇다 저 는 통증 이 없다
790,"아기가 태어났을 때 황달끼가 약간 있다고 병원에서 일주일 후에 검사 받아보라고 했었는데,너무 깜짝깜짝 놀라는데다가,어른들이 황달은 다 없어지는거라고 병원 안가도 된다고 하셔서,미루고 미루다 3주차 될 때 개인 소아과에 가서 황달수치 검사를 받았더니 27이 나왔습니다.",m3,아기 가 태어나다 때 황달 끼 가 약간 있다 병원 에서 일주일 후 에 검사 받다 보라 고 하다 너무 깜짝깜짝 놀라다 어른 들 이 황달 은 다 없어지다 병원 안 가다 되다 하다 미루다 미루다 3 주차 되다 때 개인 소아과 에 가다 황달 수치 검사 를 받다 27 이 나오다
1150,8월 말경 눈한쪽이 안보이시고 간헐적인 두통이 생겨 검사 하였으나 또 이상없음으로 판명되었고점점 더 심해지는 구토와 두통 안구이상증상으로 검사 해보니 점처럼 굉장히 작은 암이 머리전체에 군데군데 생겼고 너무 작아 로는 판별이 불가능했었다 합니다.,m3,8월 말경 눈 한쪽 이 안보 이시고 간 헐다 적 인 두통 이 생기다 검사 하다 또 이상 없다 음으로 판명 되어다 점점 더 심해지다 구토 와 두통 안구 이상 증상 으로 검사 해보다 점 처럼 굉장하다 작다 암 이 머리 전체 에 군데군데 생기다 너무 작다 로는 판별 이 불가능하다 하다
1251,제가 중2겨울방학때 고대구로에서 초음파검사를했는데 괜찮다고했는데 왜그럴까요?,m3,제 가 중 2 겨울방학 때 고 대 구로 에서 초음파 검사 를 하다 괜찮다 하다 왜 그렇다 요
1039,핵황달일 가능성도 있다고 해서 를 찍자고 해서 찍고 뇌파 검사도 하자고 해서 뇌파 검사까지 했습니다.,m3,핵 황달 일 가능성 도 있다 하다 를 찍다 하다 찍다 뇌파 검사 도 하자 고 하다 뇌파 검사 까지 하다
452,저번에도 비슷한 증상있어서 병원가서 항생제 맞고 검사도했는데 아무이상없었는데 요몇달사이 또이러네요.,m3,저번 에도 비슷하다 증상 있다 병원 가다 항생제 맞다 검사 도 하다 아무 이상 없다 요 몇 달 사이 또 이르다
1283,일단은 의사 선생님 생각에 80 가량은 경험상 암 인거 같다고 하시면서 혹시 모르니깐 조직 검사를 받자고 하시더라구요.,m3,일단 은 의사 선생님 생각 에 80 가량 은 경험 상 암 인거 같다 하다 혹시 모르다 조직 검사 를 받다 하다
915,병원가면 다 모유 때문이라하고 시간 지나면 빠진다고만하고 검사는 따로 안해주시니 병원 갈 때마다 애가 자고 있어서 눈동자를 보여드릴 수도 없고해서 사진 찍었거든요.,m3,병원 가면 다 모유 때문 이라 하다 시간 지나다 빠지다 하다 검사 는 따로 안 해주다 병원 갈다 때 마다 애가 자고 있다 눈동자 를 보이다 드릴 수도 없다 하다 사진 찍다
1198,검사 결과 후 아무런 이상도 없고 폐도 깨끗하다고 하더라고요.,m3,검사 결과 후 아무렇다 이상 도 없다 폐 도 깨끗하다 하다
398,질문 1 제가 고민중인데 한국으로 날아가서 내시경검사를 받아야할까요?,m3,질문 1 제 가 고민 중 인데 한국 으로 날아가다 내시경 검사 를 받다 야하다 요
1354,심장초음파 24시간 소변검사 24시간혈압검사 피검사 심전도 복부도 찍었는데 종양이 5센치 안되면 안보인다고 하시고 검사후 아무런 문제가 없었습니다.,m3,심장 초음파 24시간 소변 검사 24시간 혈압검사 피 검사 심전도 복부 도 찍다 종양 이 5 센치 안되다 안 보이다 하다 검사 후 아무렇다 문제 가 없다
